ID_Cliente,Fecha de compra,ID_articulo
88200,25/04/2024,ART_021
51500,25/01/2021,ART_071
94300,13/06/2021,ART_045
46900,27/05/2021,ART_022
95800,25/10/2021,ART_054
77900,25/10/2021,ART_017
20100,16/12/2023,ART_091
92500,24/04/2023,ART_032
71500,15/04/2023,ART_032
81700,23/06/2023,ART_008
20300,10/07/2021,ART_078
97700,10/12/2019,ART_089
52600,08/12/2020,ART_086
63100,09/08/2020,ART_093
6400,12/02/2024,ART_082
81900,02/02/2021,ART_083
64500,24/02/2022,ART_044
69100,09/02/2025,ART_049
110800,09/05/2024,ART_069
29700,23/09/2022,ART_070
1300,23/11/2022,ART_042
86500,19/06/2024,ART_015
30000,07/03/2025,ART_090
79400,05/03/2022,ART_020
104800,16/08/2024,ART_055
64600,02/06/2022,ART_010
105600,14/12/2019,ART_100
85200,28/11/2020,ART_057
36500,13/09/2022,ART_082
52500,16/03/2025,ART_043
106100,19/09/2020,ART_031
93000,30/09/2020,ART_068
39000,27/03/2020,ART_041
72200,20/01/2021,ART_060
55600,26/04/2022,ART_098
44800,11/05/2024,ART_040
106100,23/10/2022,ART_087
26700,30/11/2019,ART_030
16000,13/09/2021,ART_038
50800,08/04/2024,ART_063
5600,10/01/2025,ART_039
33900,02/09/2020,ART_087
58200,15/12/2023,ART_008
95800,24/06/2024,ART_046
115200,02/01/2020,ART_001
7900,27/11/2024,ART_026
41600,13/04/2024,ART_009
71600,01/11/2023,ART_074
84400,09/11/2020,ART_020
27700,27/07/2024,ART_010
22500,16/03/2020,ART_067
32200,04/01/2023,ART_050
39900,11/06/2020,ART_013
107300,22/01/2023,ART_056
23300,01/07/2021,ART_025
68100,23/11/2022,ART_087
50000,16/06/2020,ART_093
34600,21/11/2020,ART_010
90600,23/11/2020,ART_057
110400,11/09/2024,ART_030
93500,11/04/2022,ART_027
49600,22/12/2021,ART_039
18000,04/02/2021,ART_034
9000,25/09/2020,ART_053
27300,24/08/2022,ART_077
26500,25/11/2021,ART_085
88100,25/05/2024,ART_066
100800,10/06/2023,ART_082
102000,22/11/2019,ART_037
6500,14/12/2023,ART_012
2000,04/05/2024,ART_018
81200,28/12/2022,ART_073
65000,05/03/2022,ART_055
42100,23/11/2024,ART_074
42700,03/07/2023,ART_024
42000,15/11/2021,ART_097
73500,07/12/2023,ART_029
58400,19/07/2023,ART_002
79400,01/08/2020,ART_014
7600,24/04/2022,ART_040
30300,11/01/2023,ART_029
28300,20/04/2023,ART_099
25900,15/11/2024,ART_089
85600,09/07/2023,ART_070
116900,16/10/2024,ART_088
81500,12/11/2022,ART_044
69600,02/04/2023,ART_005
104300,11/07/2022,ART_036
500,22/10/2022,ART_060
29600,03/11/2022,ART_053
40200,22/05/2020,ART_033
11000,11/07/2024,ART_045
26600,05/01/2022,ART_041
117300,15/10/2019,ART_012
21500,17/12/2022,ART_051
41200,13/02/2020,ART_058
38400,30/12/2019,ART_024
56400,18/06/2020,ART_089
109200,19/08/2020,ART_067
91800,20/01/2024,ART_089
53600,25/09/2024,ART_056
41700,17/11/2020,ART_032
105700,15/11/2024,ART_035
83800,09/06/2020,ART_042
61100,13/07/2024,ART_048
84100,04/03/2023,ART_085
7100,18/11/2024,ART_091
89600,27/03/2021,ART_054
113500,06/04/2024,ART_025
95100,01/03/2023,ART_096
44400,24/02/2025,ART_005
78900,20/07/2020,ART_040
102400,09/06/2022,ART_057
52300,02/03/2023,ART_068
43900,31/01/2020,ART_100
67400,27/10/2022,ART_015
58100,05/01/2020,ART_054
90200,05/11/2023,ART_097
12500,20/05/2021,ART_049
5500,14/08/2024,ART_070
80500,26/11/2023,ART_065
32300,31/03/2022,ART_057
44000,09/02/2024,ART_071
59900,21/11/2019,ART_094
78400,14/03/2024,ART_058
101300,17/08/2020,ART_036
74500,11/12/2023,ART_087
58500,11/06/2020,ART_016
117700,05/02/2025,ART_027
79600,16/10/2022,ART_065
113100,04/05/2021,ART_050
16500,22/11/2023,ART_079
8700,18/10/2022,ART_028
4300,21/06/2022,ART_071
104000,06/03/2021,ART_087
79400,27/02/2025,ART_061
62500,27/04/2022,ART_041
37900,26/05/2024,ART_100
47000,13/10/2021,ART_041
100300,02/09/2021,ART_027
110400,28/06/2022,ART_032
22800,31/12/2024,ART_075
69100,02/05/2020,ART_054
72700,29/08/2022,ART_005
35100,30/10/2019,ART_061
17300,11/09/2024,ART_018
24500,05/12/2023,ART_086
31300,27/12/2024,ART_006
21200,22/01/2022,ART_036
117900,11/03/2025,ART_015
79900,18/05/2021,ART_011
60000,29/05/2021,ART_040
78300,26/12/2021,ART_039
9800,03/03/2025,ART_091
24100,21/02/2021,ART_009
83300,08/07/2021,ART_027
116500,05/10/2022,ART_011
118400,10/03/2020,ART_022
17800,06/09/2020,ART_029
30100,31/03/2022,ART_028
30300,07/06/2020,ART_035
104100,12/08/2022,ART_096
2300,08/10/2021,ART_037
49900,30/09/2023,ART_002
42600,12/02/2024,ART_014
57500,18/11/2020,ART_020
91000,15/02/2021,ART_099
43900,19/03/2023,ART_026
65600,01/02/2023,ART_069
2800,21/09/2023,ART_021
68200,10/09/2024,ART_078
86400,18/05/2021,ART_036
62200,13/12/2022,ART_027
61000,10/07/2024,ART_045
45400,05/06/2020,ART_092
64600,09/09/2023,ART_026
63500,01/04/2024,ART_027
46100,02/09/2020,ART_091
80500,23/11/2019,ART_015
71300,11/08/2020,ART_057
105300,25/11/2019,ART_054
74100,30/06/2020,ART_076
13800,30/10/2023,ART_035
94700,21/11/2024,ART_076
99300,02/11/2023,ART_068
60000,31/12/2020,ART_066
44700,28/02/2022,ART_046
38900,27/09/2021,ART_040
4800,06/05/2020,ART_005
103500,04/10/2023,ART_092
81400,22/08/2020,ART_007
100300,14/02/2021,ART_081
106000,13/06/2021,ART_063
81900,08/01/2023,ART_092
107400,09/10/2022,ART_060
41200,09/04/2022,ART_076
85600,17/10/2020,ART_004
8100,04/06/2024,ART_061
110500,15/02/2023,ART_031
19600,22/06/2021,ART_040
43700,23/12/2023,ART_057
67700,03/11/2022,ART_099
12700,27/06/2021,ART_001
76200,25/06/2024,ART_041
29400,09/09/2023,ART_040
112800,19/11/2024,ART_085
108800,20/05/2022,ART_023
91800,19/08/2023,ART_086
94500,09/06/2021,ART_019
47600,03/03/2020,ART_061
88300,25/03/2024,ART_020
67800,17/01/2025,ART_031
73200,20/03/2021,ART_046
110900,01/09/2022,ART_041
31900,02/06/2024,ART_087
57000,11/02/2024,ART_016
117200,12/05/2023,ART_077
38800,05/02/2025,ART_076
27300,18/08/2021,ART_069
62700,18/05/2024,ART_032
61400,24/08/2022,ART_096
23800,14/04/2024,ART_094
49900,04/09/2020,ART_028
11000,27/01/2024,ART_023
42300,08/06/2022,ART_095
76800,16/07/2022,ART_002
99900,06/11/2021,ART_054
56200,19/07/2021,ART_048
2800,01/12/2024,ART_031
90500,18/01/2022,ART_009
105200,15/03/2022,ART_044
23000,19/12/2023,ART_030
61600,19/04/2023,ART_086
113700,18/09/2022,ART_084
69600,16/11/2019,ART_067
106800,21/06/2023,ART_076
19600,06/10/2024,ART_030
113900,28/09/2023,ART_004
64100,28/09/2022,ART_082
75200,02/12/2021,ART_040
15000,02/07/2023,ART_007
60200,14/05/2020,ART_029
90200,09/05/2021,ART_043
60000,10/01/2023,ART_004
17300,10/12/2024,ART_048
87000,25/01/2024,ART_099
18500,17/01/2021,ART_087
116000,28/12/2023,ART_037
8600,27/10/2024,ART_093
87700,10/04/2021,ART_097
85300,14/03/2020,ART_042
114700,03/09/2024,ART_074
110400,06/06/2024,ART_062
67400,13/07/2020,ART_036
21500,14/01/2025,ART_037
51700,20/08/2021,ART_053
22900,22/12/2019,ART_017
35300,29/11/2023,ART_051
65100,18/02/2022,ART_062
16600,10/08/2023,ART_025
76000,30/12/2022,ART_088
37900,22/11/2020,ART_066
80500,28/11/2022,ART_027
53500,13/05/2021,ART_100
74100,05/01/2021,ART_058
31400,15/07/2020,ART_021
114700,13/04/2020,ART_040
31400,26/12/2019,ART_019
24500,17/05/2024,ART_055
99100,20/08/2023,ART_076
19100,11/08/2024,ART_095
16400,13/07/2023,ART_007
35900,01/01/2021,ART_001
84800,09/12/2019,ART_024
118800,03/06/2024,ART_021
25100,29/07/2020,ART_051
18500,19/12/2020,ART_038
114800,02/01/2023,ART_063
114700,28/01/2025,ART_065
108400,11/11/2021,ART_054
31300,28/08/2023,ART_094
87100,22/08/2021,ART_047
100800,20/05/2024,ART_092
82000,06/09/2023,ART_035
50800,02/02/2024,ART_001
80300,10/01/2024,ART_091
28300,23/06/2023,ART_055
26100,29/09/2024,ART_022
42900,02/02/2025,ART_029
105300,01/12/2023,ART_081
103800,21/01/2021,ART_051
62400,13/06/2022,ART_034
69600,17/12/2023,ART_009
53100,02/02/2025,ART_046
66200,19/02/2023,ART_044
33400,05/03/2020,ART_046
17000,22/10/2021,ART_017
7200,23/12/2022,ART_011
5800,01/12/2020,ART_033
85500,05/05/2024,ART_039
5200,01/03/2025,ART_076
101400,05/08/2023,ART_073
62800,25/07/2020,ART_008
83100,04/07/2022,ART_083
5600,18/04/2023,ART_068
59100,26/12/2019,ART_051
100900,03/01/2023,ART_059
107900,26/02/2023,ART_098
91300,25/04/2020,ART_014
14200,11/02/2021,ART_039
85500,27/12/2022,ART_013
66000,15/05/2024,ART_012
37200,04/01/2023,ART_067
22000,12/05/2023,ART_006
55400,01/08/2020,ART_093
16000,25/05/2024,ART_020
34400,27/05/2023,ART_091
79500,28/04/2023,ART_003
89500,30/06/2023,ART_060
39100,31/12/2023,ART_025
21900,10/05/2022,ART_100
71600,01/11/2020,ART_074
31600,13/04/2020,ART_032
67000,04/05/2021,ART_056
117600,13/05/2022,ART_038
31600,29/04/2022,ART_093
81000,05/03/2025,ART_068
49200,21/03/2020,ART_075
11800,09/08/2022,ART_014
38400,29/06/2024,ART_015
106600,26/01/2024,ART_015
88000,18/12/2022,ART_075
35400,12/05/2023,ART_056
98200,15/03/2023,ART_036
12300,08/08/2023,ART_055
5700,12/08/2020,ART_048
13800,18/07/2021,ART_008
6200,10/11/2020,ART_099
68900,20/02/2025,ART_084
48200,13/10/2019,ART_046
111300,23/05/2020,ART_067
53700,07/03/2023,ART_035
48400,09/06/2022,ART_090
18900,20/03/2020,ART_046
79100,08/02/2021,ART_021
72700,24/01/2025,ART_029
79600,17/06/2020,ART_030
12200,20/03/2025,ART_068
27200,09/07/2022,ART_091
75000,21/09/2022,ART_092
113600,21/01/2021,ART_018
69600,17/08/2024,ART_077
61900,17/11/2021,ART_078
77900,20/06/2021,ART_011
106700,20/01/2025,ART_022
81700,20/03/2021,ART_063
68800,15/02/2025,ART_065
74400,08/12/2023,ART_034
38900,15/08/2022,ART_097
33500,26/03/2025,ART_044
39100,17/11/2024,ART_074
83000,06/08/2021,ART_014
108800,03/11/2020,ART_074
17900,28/03/2022,ART_078
76100,05/12/2019,ART_079
108700,13/09/2023,ART_011
117600,14/04/2022,ART_085
54800,03/11/2024,ART_073
88600,23/06/2024,ART_010
89800,22/03/2024,ART_058
108000,01/06/2022,ART_066
96100,25/01/2022,ART_008
57500,04/10/2024,ART_052
20400,31/01/2021,ART_058
90300,16/07/2023,ART_005
81400,07/07/2024,ART_035
67100,21/09/2022,ART_079
74600,14/04/2021,ART_072
59700,21/11/2020,ART_032
77900,08/12/2024,ART_023
39400,12/02/2025,ART_032
107700,04/06/2022,ART_043
40100,06/02/2024,ART_070
56700,06/11/2022,ART_019
20300,14/01/2023,ART_015
2100,16/07/2020,ART_044
10900,10/09/2021,ART_003
114900,21/12/2024,ART_019
89900,07/08/2021,ART_028
57900,25/02/2022,ART_091
48700,03/01/2021,ART_039
98800,20/03/2020,ART_054
101900,18/04/2024,ART_028
6400,10/12/2020,ART_087
77400,12/08/2022,ART_020
69900,27/03/2022,ART_025
37900,08/09/2020,ART_002
46700,21/02/2023,ART_007
54900,13/03/2024,ART_045
38500,22/07/2020,ART_061
18300,11/04/2023,ART_051
21300,08/08/2023,ART_076
54600,07/03/2021,ART_054
90000,25/09/2020,ART_042
75500,04/07/2021,ART_099
53300,23/07/2021,ART_086
72600,30/09/2021,ART_078
40300,13/01/2024,ART_092
57600,07/11/2021,ART_087
18600,07/01/2023,ART_007
17100,25/02/2021,ART_031
77600,05/07/2022,ART_010
39900,21/07/2020,ART_049
81300,09/08/2024,ART_086
18500,21/03/2022,ART_027
58400,16/04/2020,ART_037
71100,04/04/2023,ART_018
108500,19/04/2020,ART_079
114200,22/07/2021,ART_056
58400,27/03/2020,ART_074
600,24/10/2021,ART_003
107500,12/09/2024,ART_052
101800,13/11/2022,ART_032
85700,29/04/2022,ART_039
90800,02/09/2021,ART_069
29200,31/05/2024,ART_044
43600,18/01/2022,ART_006
91100,28/10/2024,ART_074
47600,01/09/2020,ART_039
100700,04/09/2021,ART_004
20000,08/08/2020,ART_075
55000,23/12/2020,ART_055
63300,31/03/2024,ART_085
27400,10/05/2020,ART_063
70300,20/10/2024,ART_008
87500,11/11/2023,ART_071
103900,07/12/2019,ART_082
3500,06/07/2020,ART_089
61800,11/02/2022,ART_098
51600,01/10/2020,ART_018
23900,28/03/2025,ART_027
14500,27/12/2024,ART_071
2400,04/11/2021,ART_046
83900,05/04/2024,ART_097
77900,09/10/2022,ART_047
98600,08/12/2020,ART_081
94800,12/12/2021,ART_052
83300,22/11/2023,ART_081
81600,13/10/2020,ART_024
66200,30/05/2021,ART_018
55500,11/08/2024,ART_097
23200,28/12/2023,ART_096
21100,16/10/2024,ART_009
4100,05/02/2025,ART_010
108000,29/08/2021,ART_067
21500,06/01/2021,ART_025
40100,27/02/2023,ART_023
55300,13/05/2024,ART_076
18400,30/12/2023,ART_013
82100,06/04/2021,ART_050
18900,12/09/2022,ART_029
25600,01/02/2025,ART_029
93500,30/01/2022,ART_006
86500,03/12/2023,ART_015
84200,16/10/2024,ART_011
80000,15/05/2020,ART_021
17500,15/04/2024,ART_075
85300,23/06/2020,ART_081
48800,08/05/2022,ART_020
103200,31/03/2021,ART_065
58800,13/11/2020,ART_056
118300,08/02/2020,ART_022
49500,07/10/2021,ART_008
18100,21/03/2020,ART_040
103700,15/07/2022,ART_080
49300,02/09/2021,ART_037
55900,17/01/2024,ART_084
94700,14/07/2020,ART_014
85500,11/05/2022,ART_009
25500,31/12/2020,ART_067
44300,17/02/2022,ART_022
102200,31/07/2022,ART_015
65200,31/01/2023,ART_001
91300,07/08/2023,ART_066
37800,01/11/2024,ART_070
6600,21/09/2020,ART_046
97900,16/08/2021,ART_009
58900,14/10/2021,ART_054
108300,19/03/2023,ART_010
57600,09/08/2024,ART_033
99700,25/03/2024,ART_034
82400,01/03/2020,ART_036
42700,20/03/2024,ART_064
1900,16/10/2023,ART_074
41700,03/03/2024,ART_056
117100,14/08/2020,ART_057
18600,27/05/2024,ART_032
70400,29/06/2020,ART_091
92400,29/06/2023,ART_089
79200,25/07/2022,ART_034
59100,12/10/2024,ART_083
57500,10/12/2021,ART_030
38700,08/03/2020,ART_002
75000,30/01/2023,ART_069
28000,20/05/2024,ART_093
78000,25/03/2020,ART_011
34700,28/04/2023,ART_016
42300,12/12/2024,ART_081
114700,17/04/2023,ART_024
46000,22/01/2024,ART_011
18700,04/04/2020,ART_040
4900,13/02/2020,ART_089
60700,21/02/2025,ART_031
4500,26/12/2023,ART_079
39400,26/02/2021,ART_006
52400,27/01/2021,ART_012
13200,05/04/2020,ART_022
5300,23/06/2024,ART_069
15600,21/02/2025,ART_032
61900,14/09/2021,ART_005
69000,26/06/2021,ART_068
22500,12/01/2025,ART_079
52800,28/07/2022,ART_089
73200,12/06/2021,ART_044
61700,23/09/2020,ART_027
98000,31/08/2020,ART_033
60100,30/09/2022,ART_053
85100,23/12/2023,ART_008
63600,11/03/2022,ART_044
17700,05/01/2025,ART_063
113300,29/04/2022,ART_066
90800,23/06/2021,ART_067
32100,12/12/2021,ART_035
18600,08/12/2023,ART_019
86800,01/12/2022,ART_055
9300,31/01/2025,ART_061
8200,30/06/2023,ART_055
12800,29/02/2024,ART_006
66700,06/07/2023,ART_066
96700,12/09/2020,ART_076
66800,13/06/2021,ART_096
51200,02/10/2023,ART_057
116500,14/10/2020,ART_025
73300,29/09/2020,ART_043
102500,24/12/2019,ART_071
118600,26/01/2021,ART_056
72200,07/05/2021,ART_002
94900,23/12/2022,ART_041
78200,23/10/2020,ART_081
117200,30/11/2023,ART_025
118700,27/09/2024,ART_097
86100,08/01/2024,ART_097
113400,16/08/2021,ART_057
77600,14/10/2024,ART_026
98800,24/03/2024,ART_046
91500,20/09/2020,ART_030
59000,23/03/2023,ART_007
42600,04/10/2020,ART_092
61700,22/01/2024,ART_055
57800,23/10/2019,ART_067
108600,12/12/2022,ART_041
87200,01/03/2023,ART_059
114600,17/04/2023,ART_030
89800,28/08/2021,ART_020
92800,15/05/2023,ART_016
27800,23/05/2021,ART_061
64200,30/07/2020,ART_087
87800,06/11/2024,ART_024
69800,13/09/2020,ART_048
35100,15/11/2020,ART_043
30000,22/02/2020,ART_054
37600,13/01/2020,ART_074
68300,27/10/2019,ART_074
102100,03/01/2025,ART_047
22100,25/08/2022,ART_073
20200,20/03/2023,ART_081
4900,17/10/2019,ART_004
38900,07/04/2023,ART_023
118700,27/08/2020,ART_069
12000,12/10/2024,ART_082
99000,24/06/2021,ART_020
55900,24/02/2022,ART_013
83600,26/02/2024,ART_047
116400,18/03/2023,ART_094
1100,27/08/2021,ART_012
69100,04/04/2020,ART_011
108400,29/10/2021,ART_079
88900,27/03/2022,ART_060
104500,17/03/2023,ART_057
45400,19/01/2021,ART_066
75200,02/09/2020,ART_004
53100,12/05/2020,ART_063
22800,09/02/2025,ART_080
11200,01/10/2023,ART_054
47700,18/11/2019,ART_097
30500,20/02/2025,ART_077
67000,28/07/2023,ART_041
105400,13/08/2023,ART_053
48900,07/07/2023,ART_003
5900,19/06/2022,ART_084
3900,12/07/2020,ART_029
76800,31/12/2023,ART_062
117500,11/11/2022,ART_042
90100,22/08/2023,ART_026
8000,26/10/2021,ART_033
37700,20/05/2021,ART_088
25900,18/11/2022,ART_055
15300,01/03/2023,ART_002
104100,03/05/2024,ART_019
79100,01/06/2022,ART_082
96900,09/02/2024,ART_053
13500,28/03/2022,ART_056
83100,04/02/2022,ART_094
83000,29/09/2022,ART_086
64700,01/06/2021,ART_024
104200,16/04/2024,ART_056
56100,19/10/2019,ART_089
23600,14/06/2023,ART_040
2200,21/07/2020,ART_074
18700,03/05/2022,ART_055
25900,05/06/2023,ART_032
4400,19/03/2023,ART_088
116000,31/10/2021,ART_053
84000,12/08/2020,ART_019
98000,27/06/2022,ART_081
53200,07/06/2023,ART_053
14000,19/10/2023,ART_064
86000,14/06/2021,ART_017
64700,01/10/2023,ART_065
37700,07/03/2025,ART_006
73700,07/08/2024,ART_037
24400,31/12/2019,ART_038
23500,24/03/2022,ART_092
67300,03/07/2024,ART_013
52300,02/01/2022,ART_087
48200,18/08/2020,ART_048
27600,15/04/2020,ART_038
78200,09/01/2023,ART_071
75200,06/11/2020,ART_089
20500,21/08/2024,ART_074
86500,29/12/2023,ART_084
24000,01/02/2022,ART_007
9100,18/11/2019,ART_077
112100,27/12/2024,ART_065
36100,20/06/2020,ART_053
67600,13/09/2024,ART_069
11000,05/10/2020,ART_031
7800,21/10/2020,ART_043
73300,29/07/2024,ART_030
113400,11/09/2021,ART_023
101000,13/03/2023,ART_046
30900,27/07/2024,ART_051
32900,30/10/2019,ART_001
43200,05/04/2024,ART_073
39500,21/06/2024,ART_047
50700,12/05/2023,ART_048
105200,02/09/2024,ART_028
103400,22/01/2025,ART_013
18600,03/01/2023,ART_066
42600,04/02/2024,ART_080
59600,30/11/2022,ART_081
64800,05/08/2020,ART_045
117500,18/04/2021,ART_095
52800,24/02/2023,ART_046
96400,10/10/2019,ART_061
110800,12/11/2020,ART_030
100700,23/01/2024,ART_080
27800,13/05/2023,ART_099
92800,22/11/2019,ART_068
14300,29/04/2020,ART_020
47100,11/10/2022,ART_009
99000,09/10/2019,ART_091
31900,03/09/2021,ART_065
71700,22/05/2024,ART_091
81100,18/09/2021,ART_096
22800,23/11/2021,ART_060
31700,05/01/2022,ART_085
4900,18/08/2024,ART_008
5000,02/05/2021,ART_033
1800,22/02/2024,ART_011
39300,27/06/2024,ART_079
96800,28/11/2020,ART_010
17500,25/03/2020,ART_058
2500,29/08/2022,ART_027
87800,01/02/2024,ART_096
55200,24/06/2024,ART_099
65100,19/06/2020,ART_003
24200,21/06/2021,ART_069
39300,10/02/2024,ART_033
44800,19/06/2022,ART_002
68500,28/04/2022,ART_002
67300,18/06/2024,ART_047
13400,07/07/2023,ART_023
42100,30/03/2023,ART_032
117300,22/10/2024,ART_035
17500,03/07/2023,ART_042
97900,03/05/2023,ART_006
79500,22/06/2021,ART_065
81000,02/04/2024,ART_078
28200,29/12/2019,ART_037
45200,08/10/2019,ART_056
84900,22/04/2021,ART_085
51900,06/01/2022,ART_084
13800,15/02/2021,ART_028
31200,01/09/2024,ART_086
17700,22/11/2024,ART_032
6800,15/04/2022,ART_082
47900,14/11/2021,ART_100
16100,21/02/2022,ART_078
26600,25/03/2020,ART_028
111000,14/04/2024,ART_070
113200,30/11/2021,ART_003
74100,05/07/2021,ART_083
91100,09/12/2020,ART_039
81600,29/09/2024,ART_076
53800,21/01/2020,ART_096
48800,10/05/2024,ART_084
98700,06/12/2019,ART_039
101100,17/06/2021,ART_036
56000,26/05/2024,ART_099
9000,30/09/2020,ART_004
100100,02/05/2021,ART_034
105700,06/11/2023,ART_016
1000,03/01/2020,ART_074
109600,23/11/2024,ART_048
114800,30/12/2020,ART_060
104000,13/02/2024,ART_073
87000,09/02/2020,ART_076
30800,16/09/2021,ART_047
112200,03/02/2024,ART_035
12000,11/02/2025,ART_015
35000,16/09/2020,ART_047
12900,05/01/2021,ART_099
106500,02/01/2025,ART_077
39100,13/08/2024,ART_003
36300,10/01/2022,ART_069
81200,26/02/2025,ART_024
24700,06/10/2023,ART_021
63100,08/09/2020,ART_073
20000,08/04/2024,ART_030
48300,09/02/2023,ART_079
20600,27/11/2020,ART_082
99400,22/12/2022,ART_022
105700,06/12/2021,ART_087
90300,18/12/2021,ART_037
15800,07/02/2024,ART_031
99500,14/10/2021,ART_029
78600,23/04/2024,ART_047
83400,23/03/2021,ART_040
65100,13/04/2024,ART_045
97400,11/02/2024,ART_011
100500,13/02/2022,ART_008
106100,25/05/2021,ART_023
118300,23/07/2020,ART_095
94100,24/03/2023,ART_050
1500,29/04/2023,ART_086
24900,12/03/2022,ART_022
88100,22/12/2019,ART_083
27500,07/03/2025,ART_070
14600,20/10/2020,ART_005
112800,09/11/2024,ART_034
53600,10/10/2024,ART_064
28000,02/07/2024,ART_022
22200,21/07/2020,ART_014
116100,20/06/2022,ART_030
38700,21/03/2020,ART_090
80900,13/04/2022,ART_050
88200,27/04/2020,ART_051
66500,10/02/2023,ART_085
75500,13/07/2021,ART_084
108800,04/05/2020,ART_045
21500,10/04/2024,ART_081
46000,18/05/2020,ART_067
112200,24/04/2020,ART_026
109900,01/07/2023,ART_032
65500,25/03/2025,ART_018
50300,28/07/2021,ART_080
107400,16/04/2021,ART_025
50100,22/11/2021,ART_065
60900,21/06/2023,ART_090
50000,07/11/2023,ART_073
93600,12/11/2024,ART_075
34400,25/01/2023,ART_095
92200,19/09/2020,ART_026
3000,19/04/2021,ART_021
22600,29/09/2021,ART_010
67100,01/09/2020,ART_065
86000,05/11/2023,ART_040
108800,13/11/2022,ART_009
102900,24/06/2020,ART_072
101700,29/07/2021,ART_057
64000,08/08/2023,ART_089
115300,24/02/2022,ART_055
19100,29/07/2024,ART_042
96200,12/08/2020,ART_097
68500,02/04/2023,ART_024
111600,01/02/2020,ART_083
65400,25/09/2022,ART_023
77200,24/03/2025,ART_009
116100,05/01/2023,ART_100
2500,20/01/2022,ART_012
40600,29/07/2024,ART_071
13100,21/07/2020,ART_088
8100,21/02/2023,ART_049
1700,01/01/2023,ART_086
23800,06/02/2021,ART_063
77400,13/09/2022,ART_058
93800,07/09/2021,ART_013
62000,23/01/2020,ART_066
40500,21/06/2024,ART_055
2300,14/07/2021,ART_065
80400,16/06/2024,ART_059
60100,09/11/2024,ART_082
37000,25/12/2020,ART_044
97500,17/01/2025,ART_055
37600,09/11/2024,ART_094
89000,21/03/2023,ART_030
74100,15/04/2021,ART_036
61200,07/02/2021,ART_092
41700,26/01/2024,ART_047
57200,02/08/2023,ART_074
85000,09/07/2024,ART_075
105700,24/05/2022,ART_030
112000,07/08/2024,ART_042
52600,18/10/2019,ART_038
63900,04/02/2023,ART_024
24800,10/03/2025,ART_078
44800,02/08/2022,ART_056
70300,25/05/2024,ART_095
55300,21/06/2022,ART_056
35100,09/01/2023,ART_079
48200,13/04/2021,ART_067
62500,03/02/2024,ART_033
92600,27/04/2022,ART_066
78600,22/07/2023,ART_028
46800,14/02/2025,ART_073
14500,26/11/2022,ART_048
25100,10/12/2021,ART_089
40900,05/10/2023,ART_097
26900,10/04/2022,ART_097
7300,15/03/2024,ART_024
103600,25/09/2024,ART_028
99500,13/06/2021,ART_051
24500,14/09/2021,ART_074
98200,24/10/2021,ART_019
88900,20/07/2021,ART_053
30400,24/06/2020,ART_059
11200,12/03/2022,ART_098
87100,05/07/2020,ART_075
99700,12/09/2020,ART_013
3500,30/05/2022,ART_016
13100,10/10/2024,ART_040
100700,12/09/2022,ART_067
32900,28/10/2021,ART_022
98300,18/03/2021,ART_011
47900,20/05/2023,ART_039
39800,15/07/2020,ART_058
101700,20/08/2022,ART_052
73200,22/05/2023,ART_012
64000,11/04/2020,ART_083
97100,08/01/2022,ART_045
37300,16/10/2020,ART_085
75800,17/06/2021,ART_020
113600,20/07/2020,ART_046
48700,16/07/2024,ART_063
87000,31/03/2024,ART_009
35600,04/09/2020,ART_014
93300,07/02/2021,ART_020
117600,07/05/2023,ART_060
24500,23/09/2023,ART_089
63000,14/05/2021,ART_025
66800,18/02/2021,ART_041
67600,11/07/2021,ART_020
85300,06/11/2023,ART_100
14300,28/08/2023,ART_079
36600,12/05/2021,ART_094
10100,19/01/2023,ART_074
92800,27/11/2021,ART_084
110500,04/11/2022,ART_022
35000,19/11/2022,ART_019
31400,07/03/2022,ART_053
118000,08/04/2020,ART_038
35500,12/10/2020,ART_018
44600,16/09/2023,ART_041
106200,15/01/2025,ART_075
87400,24/06/2023,ART_025
74300,22/03/2022,ART_019
102700,17/09/2022,ART_001
68400,24/08/2024,ART_004
78300,17/04/2024,ART_021
52100,16/12/2023,ART_034
21300,20/01/2023,ART_063
76600,27/02/2020,ART_043
46900,13/06/2021,ART_082
71200,26/09/2021,ART_044
111500,06/06/2024,ART_081
75400,03/11/2022,ART_048
18400,13/07/2024,ART_055
3300,30/06/2024,ART_010
25300,20/07/2021,ART_018
44200,05/12/2019,ART_036
46700,22/05/2021,ART_081
50400,02/05/2020,ART_055
82100,02/03/2020,ART_077
62700,14/10/2022,ART_023
93700,20/12/2021,ART_066
11900,16/02/2025,ART_025
100700,31/07/2023,ART_040
49900,13/02/2020,ART_051
23800,14/10/2020,ART_006
33700,04/04/2020,ART_002
64100,21/09/2022,ART_066
92500,09/12/2019,ART_044
113700,28/12/2021,ART_090
6500,22/01/2020,ART_015
58100,17/05/2022,ART_027
93900,26/12/2021,ART_038
21400,25/07/2021,ART_043
5100,14/11/2022,ART_036
51400,02/12/2021,ART_052
48200,06/03/2021,ART_055
16300,05/10/2023,ART_042
43400,12/10/2023,ART_055
103700,17/10/2022,ART_043
50200,27/01/2023,ART_080
81700,12/06/2021,ART_055
100500,29/10/2022,ART_083
15500,14/09/2021,ART_084
60000,15/12/2024,ART_066
98900,10/07/2023,ART_078
62700,24/07/2021,ART_030
